ConfirmedForeignNational,ConfirmedIndianNational,Confirmed,Cured,Date,Deaths,Number of Records,Sno,State/UnionTerritory,Time
,,2248,724,23-04-2020,48,1,1230,Delhi,5:00 PM
,,7,7,23-04-2020,0,1,1231,Goa,5:00 PM
,,2407,179,23-04-2020,103,1,1232,Gujarat,5:00 PM
,,262,140,23-04-2020,3,1,1233,Haryana,5:00 PM
,,40,18,23-04-2020,1,1,1234,Himachal Pradesh,5:00 PM
,,407,92,23-04-2020,5,1,1235,Jammu and Kashmir,5:00 PM
,,49,8,23-04-2020,3,1,1236,Jharkhand,5:00 PM
,,443,141,23-04-2020,17,1,1237,Karnataka,5:00 PM
,,438,324,23-04-2020,3,1,1238,Kerala,5:00 PM
,,18,14,23-04-2020,0,1,1239,Ladakh,5:00 PM
,,1695,148,23-04-2020,81,1,1240,Madhya Pradesh,5:00 PM
,,5652,789,23-04-2020,269,1,1241,Maharashtra,5:00 PM
,,2,2,23-04-2020,0,1,1242,Manipur,5:00 PM
,,12,0,23-04-2020,1,1,1243,Meghalaya,5:00 PM
,,1,0,23-04-2020,0,1,1244,Mizoram,5:00 PM
,,83,32,23-04-2020,1,1,1245,Odisha,5:00 PM
,,7,3,23-04-2020,0,1,1246,Puducherry,5:00 PM
,,277,65,23-04-2020,16,1,1247,Punjab,5:00 PM
,,1890,230,23-04-2020,27,1,1248,Rajasthan,5:00 PM
,,1629,662,23-04-2020,18,1,1249,Tamil Nadu,5:00 PM
,,960,197,23-04-2020,24,1,1250,Telengana,5:00 PM
,,2,1,23-04-2020,0,1,1251,Tripura,5:00 PM
,,46,23,23-04-2020,0,1,1252,Uttarakhand,5:00 PM
,,1509,187,23-04-2020,21,1,1253,Uttar Pradesh,5:00 PM
,,456,79,23-04-2020,15,1,1254,West Bengal,5:00 PM
,,22,11,24-04-2020,0,1,1255,Andaman and Nicobar Islands,5:00 PM
,,955,145,24-04-2020,29,1,1256,Andhra Pradesh,5:00 PM
,,1,1,24-04-2020,0,1,1257,Arunachal Pradesh,5:00 PM
,,36,19,24-04-2020,1,1,1258,Assam,5:00 PM
,,176,46,24-04-2020,2,1,1259,Bihar,5:00 PM
,,27,14,24-04-2020,0,1,1260,Chandigarh,5:00 PM
,,36,28,24-04-2020,0,1,1261,Chhattisgarh,5:00 PM
,,2376,808,24-04-2020,50,1,1262,Delhi,5:00 PM
,,7,7,24-04-2020,0,1,1263,Goa,5:00 PM
,,2624,258,24-04-2020,112,1,1264,Gujarat,5:00 PM
,,272,156,24-04-2020,3,1,1265,Haryana,5:00 PM
,,40,18,24-04-2020,1,1,1266,Himachal Pradesh,5:00 PM
,,427,92,24-04-2020,5,1,1267,Jammu and Kashmir,5:00 PM
,,55,8,24-04-2020,3,1,1268,Jharkhand,5:00 PM
,,463,150,24-04-2020,18,1,1269,Karnataka,5:00 PM
,,448,324,24-04-2020,3,1,1270,Kerala,5:00 PM
,,18,14,24-04-2020,0,1,1271,Ladakh,5:00 PM
,,1852,203,24-04-2020,83,1,1272,Madhya Pradesh,5:00 PM
,,6430,840,24-04-2020,283,1,1273,Maharashtra,5:00 PM
,,2,2,24-04-2020,0,1,1274,Manipur,5:00 PM
,,12,0,24-04-2020,1,1,1275,Meghalaya,5:00 PM
,,1,0,24-04-2020,0,1,1276,Mizoram,5:00 PM
,,90,33,24-04-2020,1,1,1277,Odisha,5:00 PM
,,7,3,24-04-2020,0,1,1278,Puducherry,5:00 PM
,,277,65,24-04-2020,16,1,1279,Punjab,5:00 PM
,,1964,230,24-04-2020,27,1,1280,Rajasthan,5:00 PM
,,1683,752,24-04-2020,20,1,1281,Tamil Nadu,5:00 PM
,,984,253,24-04-2020,26,1,1282,Telengana,5:00 PM
,,2,1,24-04-2020,0,1,1283,Tripura,5:00 PM
,,47,24,24-04-2020,0,1,1284,Uttarakhand,5:00 PM
,,1604,206,24-04-2020,24,1,1285,Uttar Pradesh,5:00 PM
,,514,103,24-04-2020,15,1,1286,West Bengal,5:00 PM
,,27,11,25-04-2020,0,1,1287,Andaman and Nicobar Islands,5:00 PM
,,1061,171,25-04-2020,31,1,1288,Andhra Pradesh,5:00 PM
,,1,1,25-04-2020,0,1,1289,Arunachal Pradesh,5:00 PM
,,36,19,25-04-2020,1,1,1290,Assam,5:00 PM
,,228,46,25-04-2020,2,1,1291,Bihar,5:00 PM
,,28,15,25-04-2020,0,1,1292,Chandigarh,5:00 PM
,,36,30,25-04-2020,0,1,1293,Chhattisgarh,5:00 PM
,,2514,857,25-04-2020,53,1,1294,Delhi,5:00 PM
,,7,7,25-04-2020,0,1,1295,Goa,5:00 PM
,,2815,265,25-04-2020,127,1,1296,Gujarat,5:00 PM
,,272,156,25-04-2020,3,1,1297,Haryana,5:00 PM
,,40,18,25-04-2020,1,1,1298,Himachal Pradesh,5:00 PM
,,454,109,25-04-2020,5,1,1299,Jammu and Kashmir,5:00 PM
,,59,9,25-04-2020,3,1,1300,Jharkhand,5:00 PM
,,489,153,25-04-2020,18,1,1301,Karnataka,5:00 PM
,,451,331,25-04-2020,4,1,1302,Kerala,5:00 PM
,,20,14,25-04-2020,0,1,1303,Ladakh,5:00 PM
,,1952,210,25-04-2020,92,1,1304,Madhya Pradesh,5:00 PM
,,6817,957,25-04-2020,301,1,1305,Maharashtra,5:00 PM
,,2,2,25-04-2020,0,1,1306,Manipur,5:00 PM
,,12,0,25-04-2020,1,1,1307,Meghalaya,5:00 PM
,,1,0,25-04-2020,0,1,1308,Mizoram,5:00 PM
,,94,33,25-04-2020,1,1,1309,Odisha,5:00 PM
,,7,3,25-04-2020,0,1,1310,Puducherry,5:00 PM
,,298,67,25-04-2020,17,1,1311,Punjab,5:00 PM
,,2034,230,25-04-2020,27,1,1312,Rajasthan,5:00 PM
,,1755,866,25-04-2020,22,1,1313,Tamil Nadu,5:00 PM
,,984,253,25-04-2020,26,1,1314,Telengana,5:00 PM
,,2,1,25-04-2020,0,1,1315,Tripura,5:00 PM
,,48,25,25-04-2020,0,1,1316,Uttarakhand,5:00 PM
,,1778,248,25-04-2020,26,1,1317,Uttar Pradesh,5:00 PM
,,571,103,25-04-2020,18,1,1318,West Bengal,5:00 PM
,,33,11,26-04-2020,0,1,1319,Andaman and Nicobar Islands,5:00 PM
,,1097,231,26-04-2020,31,1,1320,Andhra Pradesh,5:00 PM
,,1,1,26-04-2020,0,1,1321,Arunachal Pradesh,5:00 PM
,,36,19,26-04-2020,1,1,1322,Assam,5:00 PM
,,251,46,26-04-2020,2,1,1323,Bihar,5:00 PM
,,30,17,26-04-2020,0,1,1324,Chandigarh,5:00 PM
,,37,32,26-04-2020,0,1,1325,Chhattisgarh,5:00 PM
,,2625,869,26-04-2020,54,1,1326,Delhi,5:00 PM
,,7,7,26-04-2020,0,1,1327,Goa,5:00 PM
,,3071,282,26-04-2020,133,1,1328,Gujarat,5:00 PM
,,289,176,26-04-2020,3,1,1329,Haryana,5:00 PM
,,40,22,26-04-2020,1,1,1330,Himachal Pradesh,5:00 PM
,,494,112,26-04-2020,6,1,1331,Jammu and Kashmir,5:00 PM
,,67,13,26-04-2020,3,1,1332,Jharkhand,5:00 PM
,,501,177,26-04-2020,18,1,1333,Karnataka,5:00 PM
,,458,338,26-04-2020,4,1,1334,Kerala,5:00 PM
,,20,14,26-04-2020,0,1,1335,Ladakh,5:00 PM
,,2096,210,26-04-2020,99,1,1336,Madhya Pradesh,5:00 PM
,,7628,1076,26-04-2020,323,1,1337,Maharashtra,5:00 PM
,,2,2,26-04-2020,0,1,1338,Manipur,5:00 PM
,,12,0,26-04-2020,1,1,1339,Meghalaya,5:00 PM
,,1,0,26-04-2020,0,1,1340,Mizoram,5:00 PM
,,103,34,26-04-2020,1,1,1341,Odisha,5:00 PM
,,7,3,26-04-2020,0,1,1342,Puducherry,5:00 PM
,,298,67,26-04-2020,17,1,1343,Punjab,5:00 PM
,,2083,493,26-04-2020,33,1,1344,Rajasthan,5:00 PM
,,1821,960,26-04-2020,23,1,1345,Tamil Nadu,5:00 PM
,,991,280,26-04-2020,26,1,1346,Telengana,5:00 PM
,,2,2,26-04-2020,0,1,1347,Tripura,5:00 PM
,,50,26,26-04-2020,0,1,1348,Uttarakhand,5:00 PM
,,1843,289,26-04-2020,29,1,1349,Uttar Pradesh,5:00 PM
,,611,105,26-04-2020,18,1,1350,West Bengal,5:00 PM
,,33,11,27-04-2020,0,1,1351,Andaman and Nicobar Islands,5:00 PM
,,1177,235,27-04-2020,31,1,1352,Andhra Pradesh,5:00 PM
,,1,1,27-04-2020,0,1,1353,Arunachal Pradesh,5:00 PM
,,36,27,27-04-2020,1,1,1354,Assam,5:00 PM
,,277,56,27-04-2020,2,1,1355,Bihar,5:00 PM
,,30,17,27-04-2020,0,1,1356,Chandigarh,5:00 PM
,,37,32,27-04-2020,0,1,1357,Chhattisgarh,5:00 PM
,,2918,877,27-04-2020,54,1,1358,Delhi,5:00 PM
,,7,7,27-04-2020,0,1,1359,Goa,5:00 PM
,,3301,313,27-04-2020,151,1,1360,Gujarat,5:00 PM
,,289,176,27-04-2020,3,1,1361,Haryana,5:00 PM
,,40,22,27-04-2020,1,1,1362,Himachal Pradesh,5:00 PM
,,523,137,27-04-2020,6,1,1363,Jammu and Kashmir,5:00 PM
,,82,13,27-04-2020,3,1,1364,Jharkhand,5:00 PM
,,511,188,27-04-2020,20,1,1365,Karnataka,5:00 PM
,,469,342,27-04-2020,4,1,1366,Kerala,5:00 PM
,,20,14,27-04-2020,0,1,1367,Ladakh,5:00 PM
,,2168,302,27-04-2020,106,1,1368,Madhya Pradesh,5:00 PM
,,8068,1188,27-04-2020,342,1,1369,Maharashtra,5:00 PM
,,2,2,27-04-2020,0,1,1370,Manipur,5:00 PM
,,12,0,27-04-2020,1,1,1371,Meghalaya,5:00 PM
,,1,0,27-04-2020,0,1,1372,Mizoram,5:00 PM
,,108,35,27-04-2020,1,1,1373,Odisha,5:00 PM
,,8,3,27-04-2020,0,1,1374,Puducherry,5:00 PM
,,313,71,27-04-2020,18,1,1375,Punjab,5:00 PM
,,2185,518,27-04-2020,41,1,1376,Rajasthan,5:00 PM
,,1885,1020,27-04-2020,24,1,1377,Tamil Nadu,5:00 PM
,,1002,280,27-04-2020,26,1,1378,Telengana,5:00 PM
,,2,2,27-04-2020,0,1,1379,Tripura,5:00 PM
,,51,33,27-04-2020,0,1,1380,Uttarakhand,5:00 PM
,,1955,335,27-04-2020,31,1,1381,Uttar Pradesh,5:00 PM
,,649,105,27-04-2020,20,1,1382,West Bengal,5:00 PM
,,33,11,28-04-2020,0,1,1383,Andaman and Nicobar Islands,5:00 PM
,,1259,258,28-04-2020,31,1,1384,Andhra Pradesh,5:00 PM
,,1,1,28-04-2020,0,1,1385,Arunachal Pradesh,5:00 PM
,,38,27,28-04-2020,1,1,1386,Assam,5:00 PM
,,346,57,28-04-2020,2,1,1387,Bihar,5:00 PM
,,40,17,28-04-2020,0,1,1388,Chandigarh,5:00 PM
,,37,32,28-04-2020,0,1,1389,Chhattisgarh,5:00 PM
,,3108,877,28-04-2020,54,1,1390,Delhi,5:00 PM
,,7,7,28-04-2020,0,1,1391,Goa,5:00 PM
,,3548,394,28-04-2020,162,1,1392,Gujarat,5:00 PM
,,296,183,28-04-2020,3,1,1393,Haryana,5:00 PM
,,40,22,28-04-2020,1,1,1394,Himachal Pradesh,5:00 PM
,,546,164,28-04-2020,7,1,1395,Jammu and Kashmir,5:00 PM
,,103,17,28-04-2020,3,1,1396,Jharkhand,5:00 PM
,,520,198,28-04-2020,20,1,1397,Karnataka,5:00 PM
,,482,355,28-04-2020,4,1,1398,Kerala,5:00 PM
,,22,16,28-04-2020,0,1,1399,Ladakh,5:00 PM
,,2368,361,28-04-2020,113,1,1400,Madhya Pradesh,5:00 PM
,,8590,1282,28-04-2020,369,1,1401,Maharashtra,5:00 PM
,,2,2,28-04-2020,0,1,1402,Manipur,5:00 PM
,,12,0,28-04-2020,1,1,1403,Meghalaya,5:00 PM
,,1,0,28-04-2020,0,1,1404,Mizoram,5:00 PM
,,118,37,28-04-2020,1,1,1405,Odisha,5:00 PM
,,8,3,28-04-2020,0,1,1406,Puducherry,5:00 PM
,,313,71,28-04-2020,18,1,1407,Punjab,5:00 PM
,,2262,669,28-04-2020,46,1,1408,Rajasthan,5:00 PM
,,1937,1101,28-04-2020,24,1,1409,Tamil Nadu,5:00 PM
,,1004,321,28-04-2020,26,1,1410,Telengana,5:00 PM
,,2,2,28-04-2020,0,1,1411,Tripura,5:00 PM
,,51,33,28-04-2020,0,1,1412,Uttarakhand,5:00 PM
,,2043,400,28-04-2020,31,1,1413,Uttar Pradesh,5:00 PM
,,697,109,28-04-2020,20,1,1414,West Bengal,5:00 PM
,,33,15,29-04-2020,0,1,1415,Andaman and Nicobar Islands,5:00 PM
,,1332,287,29-04-2020,31,1,1416,Andhra Pradesh,5:00 PM
,,1,1,29-04-2020,0,1,1417,Arunachal Pradesh,5:00 PM
,,38,27,29-04-2020,1,1,1418,Assam,5:00 PM
,,383,64,29-04-2020,2,1,1419,Bihar,5:00 PM
,,56,17,29-04-2020,0,1,1420,Chandigarh,5:00 PM
,,38,34,29-04-2020,0,1,1421,Chhattisgarh,5:00 PM
,,3314,1078,29-04-2020,54,1,1422,Delhi,5:00 PM
,,7,7,29-04-2020,0,1,1423,Goa,5:00 PM
,,3774,434,29-04-2020,181,1,1424,Gujarat,5:00 PM
,,310,209,29-04-2020,3,1,1425,Haryana,5:00 PM
,,40,25,29-04-2020,1,1,1426,Himachal Pradesh,5:00 PM
,,565,176,29-04-2020,8,1,1427,Jammu and Kashmir,5:00 PM
,,105,19,29-04-2020,3,1,1428,Jharkhand,5:00 PM
,,532,215,29-04-2020,20,1,1429,Karnataka,5:00 PM
,,486,359,29-04-2020,4,1,1430,Kerala,5:00 PM
,,22,16,29-04-2020,0,1,1431,Ladakh,5:00 PM
,,2561,377,29-04-2020,119,1,1432,Madhya Pradesh,5:00 PM
,,9318,1388,29-04-2020,400,1,1433,Maharashtra,5:00 PM
,,2,2,29-04-2020,0,1,1434,Manipur,5:00 PM
,,12,0,29-04-2020,1,1,1435,Meghalaya,5:00 PM
,,1,0,29-04-2020,0,1,1436,Mizoram,5:00 PM
,,119,38,29-04-2020,1,1,1437,Odisha,5:00 PM
,,8,3,29-04-2020,0,1,1438,Puducherry,5:00 PM
,,322,71,29-04-2020,19,1,1439,Punjab,5:00 PM
,,2364,768,29-04-2020,51,1,1440,Rajasthan,5:00 PM
,,2058,1168,29-04-2020,25,1,1441,Tamil Nadu,5:00 PM
,,1012,367,29-04-2020,26,1,1442,Telengana,5:00 PM
,,2,2,29-04-2020,0,1,1443,Tripura,5:00 PM
,,54,34,29-04-2020,0,1,1444,Uttarakhand,5:00 PM
,,2115,477,29-04-2020,36,1,1445,Uttar Pradesh,5:00 PM
,,725,119,29-04-2020,22,1,1446,West Bengal,5:00 PM
,,33,15,30-04-2020,0,1,1447,Andaman and Nicobar Islands,5:00 PM
,,1403,321,30-04-2020,31,1,1448,Andhra Pradesh,5:00 PM
,,1,1,30-04-2020,0,1,1449,Arunachal Pradesh,5:00 PM
,,42,29,30-04-2020,1,1,1450,Assam,5:00 PM
,,403,65,30-04-2020,2,1,1451,Bihar,5:00 PM
,,56,17,30-04-2020,0,1,1452,Chandigarh,5:00 PM
,,38,36,30-04-2020,0,1,1453,Chhattisgarh,5:00 PM
,,3439,1092,30-04-2020,56,1,1454,Delhi,5:00 PM
,,7,7,30-04-2020,0,1,1455,Goa,5:00 PM
,,4082,527,30-04-2020,197,1,1456,Gujarat,5:00 PM
,,310,209,30-04-2020,3,1,1457,Haryana,5:00 PM
,,40,25,30-04-2020,1,1,1458,Himachal Pradesh,5:00 PM
,,581,192,30-04-2020,8,1,1459,Jammu and Kashmir,5:00 PM
,,107,19,30-04-2020,3,1,1460,Jharkhand,5:00 PM
,,557,223,30-04-2020,21,1,1461,Karnataka,5:00 PM
,,496,369,30-04-2020,4,1,1462,Kerala,5:00 PM
,,22,16,30-04-2020,0,1,1463,Ladakh,5:00 PM
,,2660,461,30-04-2020,130,1,1464,Madhya Pradesh,5:00 PM
,,9915,1593,30-04-2020,432,1,1465,Maharashtra,5:00 PM
,,2,2,30-04-2020,0,1,1466,Manipur,5:00 PM
,,12,0,30-04-2020,1,1,1467,Meghalaya,5:00 PM
,,1,0,30-04-2020,0,1,1468,Mizoram,5:00 PM
,,128,39,30-04-2020,1,1,1469,Odisha,5:00 PM
,,8,5,30-04-2020,0,1,1470,Puducherry,5:00 PM
,,357,90,30-04-2020,19,1,1471,Punjab,5:00 PM
,,2438,768,30-04-2020,51,1,1472,Rajasthan,5:00 PM
,,2162,1210,30-04-2020,27,1,1473,Tamil Nadu,5:00 PM
,,1012,367,30-04-2020,26,1,1474,Telengana,5:00 PM
,,2,2,30-04-2020,0,1,1475,Tripura,5:00 PM
,,55,36,30-04-2020,0,1,1476,Uttarakhand,5:00 PM
,,2203,513,30-04-2020,39,1,1477,Uttar Pradesh,5:00 PM
,,758,124,30-04-2020,22,1,1478,West Bengal,5:00 PM
,,33,16,01-05-2020,0,1,1479,Andaman and Nicobar Islands,5:00 PM
,,1463,403,01-05-2020,33,1,1480,Andhra Pradesh,5:00 PM
,,1,1,01-05-2020,0,1,1481,Arunachal Pradesh,5:00 PM
,,42,29,01-05-2020,1,1,1482,Assam,5:00 PM
,,426,82,01-05-2020,2,1,1483,Bihar,5:00 PM
,,56,17,01-05-2020,0,1,1484,Chandigarh,5:00 PM
,,40,36,01-05-2020,0,1,1485,Chhattisgarh,5:00 PM
,,3515,1094,01-05-2020,59,1,1486,Delhi,5:00 PM
,,7,7,01-05-2020,0,1,1487,Goa,5:00 PM
,,4395,613,01-05-2020,214,1,1488,Gujarat,5:00 PM
,,313,209,01-05-2020,3,1,1489,Haryana,5:00 PM
,,40,28,01-05-2020,1,1,1490,Himachal Pradesh,5:00 PM
,,614,216,01-05-2020,8,1,1491,Jammu and Kashmir,5:00 PM
,,111,20,01-05-2020,3,1,1492,Jharkhand,5:00 PM
,,576,235,01-05-2020,22,1,1493,Karnataka,5:00 PM
,,497,383,01-05-2020,4,1,1494,Kerala,5:00 PM
,,22,16,01-05-2020,0,1,1495,Ladakh,5:00 PM
,,2719,482,01-05-2020,137,1,1496,Madhya Pradesh,5:00 PM
,,10498,1773,01-05-2020,459,1,1497,Maharashtra,5:00 PM
,,2,2,01-05-2020,0,1,1498,Manipur,5:00 PM
,,12,0,01-05-2020,1,1,1499,Meghalaya,5:00 PM
,,1,0,01-05-2020,0,1,1500,Mizoram,5:00 PM
,,143,41,01-05-2020,1,1,1501,Odisha,5:00 PM
,,8,5,01-05-2020,0,1,1502,Puducherry,5:00 PM
,,357,90,01-05-2020,19,1,1503,Punjab,5:00 PM
,,2584,836,01-05-2020,58,1,1504,Rajasthan,5:00 PM
,,2323,1258,01-05-2020,27,1,1505,Tamil Nadu,5:00 PM
,,1039,441,01-05-2020,26,1,1506,Telengana,5:00 PM
,,2,2,01-05-2020,0,1,1507,Tripura,5:00 PM
,,57,36,01-05-2020,0,1,1508,Uttarakhand,5:00 PM
,,2281,555,01-05-2020,41,1,1509,Uttar Pradesh,5:00 PM
,,795,139,01-05-2020,33,1,1510,West Bengal,5:00 PM
,,33,16,02-05-2020,0,1,1511,Andaman and Nicobar Islands,5:00 PM
,,1463,403,02-05-2020,33,1,1512,Andhra Pradesh,5:00 PM
,,1,1,02-05-2020,0,1,1513,Arunachal Pradesh,5:00 PM
,,43,32,02-05-2020,1,1,1514,Assam,5:00 PM
,,471,98,02-05-2020,3,1,1515,Bihar,5:00 PM
,,88,17,02-05-2020,0,1,1516,Chandigarh,5:00 PM
,,43,36,02-05-2020,0,1,1517,Chhattisgarh,5:00 PM
,,3738,1167,02-05-2020,61,1,1518,Delhi,5:00 PM
,,7,7,02-05-2020,0,1,1519,Goa,5:00 PM
,,4721,735,02-05-2020,236,1,1520,Gujarat,5:00 PM
,,360,227,02-05-2020,4,1,1521,Haryana,5:00 PM
,,40,30,02-05-2020,1,1,1522,Himachal Pradesh,5:00 PM
,,639,247,02-05-2020,8,1,1523,Jammu and Kashmir,5:00 PM
,,111,20,02-05-2020,3,1,1524,Jharkhand,5:00 PM
,,589,251,02-05-2020,22,1,1525,Karnataka,5:00 PM
,,497,392,02-05-2020,4,1,1526,Kerala,5:00 PM
,,22,17,02-05-2020,0,1,1527,Ladakh,5:00 PM
,,2719,524,02-05-2020,145,1,1528,Madhya Pradesh,5:00 PM
,,11506,1879,02-05-2020,485,1,1529,Maharashtra,5:00 PM
,,2,2,02-05-2020,0,1,1530,Manipur,5:00 PM
,,12,0,02-05-2020,1,1,1531,Meghalaya,5:00 PM
,,1,0,02-05-2020,0,1,1532,Mizoram,5:00 PM
,,149,55,02-05-2020,1,1,1533,Odisha,5:00 PM
,,8,5,02-05-2020,0,1,1534,Puducherry,5:00 PM
,,480,90,02-05-2020,19,1,1535,Punjab,5:00 PM
,,2666,1116,02-05-2020,62,1,1536,Rajasthan,5:00 PM
,,2526,1312,02-05-2020,28,1,1537,Tamil Nadu,5:00 PM
,,1039,441,02-05-2020,26,1,1538,Telengana,5:00 PM
,,2,2,02-05-2020,0,1,1539,Tripura,5:00 PM
,,58,36,02-05-2020,0,1,1540,Uttarakhand,5:00 PM
,,2328,654,02-05-2020,42,1,1541,Uttar Pradesh,5:00 PM
,,795,139,02-05-2020,33,1,1542,West Bengal,5:00 PM
,,33,17,03-05-2020,0,1,1543,Andaman and Nicobar Islands,5:00 PM
,,1583,488,03-05-2020,33,1,1544,Andhra Pradesh,5:00 PM
,,1,1,03-05-2020,0,1,1545,Arunachal Pradesh,5:00 PM
,,43,32,03-05-2020,1,1,1546,Assam,5:00 PM
,,482,117,03-05-2020,4,1,1547,Bihar,5:00 PM
,,94,19,03-05-2020,0,1,1548,Chandigarh,5:00 PM
,,43,36,03-05-2020,0,1,1549,Chhattisgarh,5:00 PM
,,4122,1256,03-05-2020,64,1,1550,Delhi,5:00 PM
,,7,7,03-05-2020,0,1,1551,Goa,5:00 PM
,,5055,896,03-05-2020,262,1,1552,Gujarat,5:00 PM
,,394,227,03-05-2020,4,1,1553,Haryana,5:00 PM
,,40,33,03-05-2020,1,1,1554,Himachal Pradesh,5:00 PM
,,666,254,03-05-2020,8,1,1555,Jammu and Kashmir,5:00 PM
,,115,22,03-05-2020,3,1,1556,Jharkhand,5:00 PM
,,606,282,03-05-2020,25,1,1557,Karnataka,5:00 PM
,,500,400,03-05-2020,4,1,1558,Kerala,5:00 PM
,,40,17,03-05-2020,0,1,1559,Ladakh,5:00 PM
,,2846,798,03-05-2020,156,1,1560,Madhya Pradesh,5:00 PM
,,12296,2000,03-05-2020,521,1,1561,Maharashtra,5:00 PM
,,2,2,03-05-2020,0,1,1562,Manipur,5:00 PM
,,12,0,03-05-2020,1,1,1563,Meghalaya,5:00 PM
,,1,0,03-05-2020,0,1,1564,Mizoram,5:00 PM
,,160,56,03-05-2020,1,1,1565,Odisha,5:00 PM
,,8,5,03-05-2020,0,1,1566,Puducherry,5:00 PM
,,772,112,03-05-2020,20,1,1567,Punjab,5:00 PM
,,2772,1121,03-05-2020,65,1,1568,Rajasthan,5:00 PM
,,2757,1341,03-05-2020,29,1,1569,Tamil Nadu,5:00 PM
,,1063,458,03-05-2020,28,1,1570,Telengana,5:00 PM
,,4,2,03-05-2020,0,1,1571,Tripura,5:00 PM
,,59,39,03-05-2020,0,1,1572,Uttarakhand,5:00 PM
,,2626,698,03-05-2020,43,1,1573,Uttar Pradesh,5:00 PM
,,922,151,03-05-2020,33,1,1574,West Bengal,5:00 PM
,,33,32,04-05-2020,0,1,1575,Andaman and Nicobar Islands,5:00 PM
,,1650,524,04-05-2020,36,1,1576,Andhra Pradesh,5:00 PM
,,1,1,04-05-2020,0,1,1577,Arunachal Pradesh,5:00 PM
,,43,32,04-05-2020,1,1,1578,Assam,5:00 PM
,,517,125,04-05-2020,4,1,1579,Bihar,5:00 PM
,,94,19,04-05-2020,0,1,1580,Chandigarh,5:00 PM
,,57,36,04-05-2020,0,1,1581,Chhattisgarh,5:00 PM
,,4549,1362,04-05-2020,64,1,1582,Delhi,5:00 PM
,,7,7,04-05-2020,0,1,1583,Goa,5:00 PM
,,5428,1042,04-05-2020,290,1,1584,Gujarat,5:00 PM
,,442,245,04-05-2020,5,1,1585,Haryana,5:00 PM
,,40,34,04-05-2020,1,1,1586,Himachal Pradesh,5:00 PM
,,701,287,04-05-2020,8,1,1587,Jammu and Kashmir,5:00 PM
,,115,22,04-05-2020,3,1,1588,Jharkhand,5:00 PM
,,642,304,04-05-2020,26,1,1589,Karnataka,5:00 PM
,,500,401,04-05-2020,4,1,1590,Kerala,5:00 PM
,,41,17,04-05-2020,0,1,1591,Ladakh,5:00 PM
,,2942,798,04-05-2020,165,1,1592,Madhya Pradesh,5:00 PM
,,12974,2115,04-05-2020,548,1,1593,Maharashtra,5:00 PM
,,2,2,04-05-2020,0,1,1594,Manipur,5:00 PM
,,12,0,04-05-2020,1,1,1595,Meghalaya,5:00 PM
,,1,0,04-05-2020,0,1,1596,Mizoram,5:00 PM
,,163,60,04-05-2020,1,1,1597,Odisha,5:00 PM
,,8,5,04-05-2020,0,1,1598,Puducherry,5:00 PM
,,1102,117,04-05-2020,21,1,1599,Punjab,5:00 PM
,,2886,1356,04-05-2020,71,1,1600,Rajasthan,5:00 PM
,,3023,1379,04-05-2020,30,1,1601,Tamil Nadu,5:00 PM
,,1082,490,04-05-2020,29,1,1602,Telengana,5:00 PM
,,16,2,04-05-2020,0,1,1603,Tripura,5:00 PM
,,60,39,04-05-2020,1,1,1604,Uttarakhand,5:00 PM
,,2742,758,04-05-2020,45,1,1605,Uttar Pradesh,5:00 PM
,,963,151,04-05-2020,35,1,1606,West Bengal,5:00 PM
,,33,32,05-05-2020,0,1,1607,Andaman and Nicobar Islands,5:00 PM
,,1717,589,05-05-2020,36,1,1608,Andhra Pradesh,5:00 PM
,,1,1,05-05-2020,0,1,1609,Arunachal Pradesh,5:00 PM
,,43,32,05-05-2020,1,1,1610,Assam,5:00 PM
,,529,130,05-05-2020,4,1,1611,Bihar,5:00 PM
,,102,21,05-05-2020,1,1,1612,Chandigarh,5:00 PM
,,58,36,05-05-2020,0,1,1613,Chhattisgarh,5:00 PM
,,4898,1431,05-05-2020,64,1,1614,Delhi,5:00 PM
,,7,7,05-05-2020,0,1,1615,Goa,5:00 PM
,,5804,1195,05-05-2020,319,1,1616,Gujarat,5:00 PM
,,517,254,05-05-2020,6,1,1617,Haryana,5:00 PM
,,41,38,05-05-2020,1,1,1618,Himachal Pradesh,5:00 PM
,,726,303,05-05-2020,8,1,1619,Jammu and Kashmir,5:00 PM
,,115,27,05-05-2020,3,1,1620,Jharkhand,5:00 PM
,,659,324,05-05-2020,28,1,1621,Karnataka,5:00 PM
,,500,462,05-05-2020,4,1,1622,Kerala,5:00 PM
,,41,17,05-05-2020,0,1,1623,Ladakh,5:00 PM
,,3049,1000,05-05-2020,176,1,1624,Madhya Pradesh,5:00 PM
,,14541,2465,05-05-2020,583,1,1625,Maharashtra,5:00 PM
,,2,2,05-05-2020,0,1,1626,Manipur,5:00 PM
,,12,10,05-05-2020,1,1,1627,Meghalaya,5:00 PM
,,1,0,05-05-2020,0,1,1628,Mizoram,5:00 PM
,,170,60,05-05-2020,1,1,1629,Odisha,5:00 PM
,,9,6,05-05-2020,0,1,1630,Puducherry,5:00 PM
,,1233,128,05-05-2020,23,1,1631,Punjab,5:00 PM
,,3061,1394,05-05-2020,77,1,1632,Rajasthan,5:00 PM
,,3550,1409,05-05-2020,31,1,1633,Tamil Nadu,5:00 PM
,,1085,585,05-05-2020,29,1,1634,Telengana,5:00 PM
